groupId,fileId,username,rank,subm_ts
0,603,Pankajkumar21,605,1717297521.0
0,606,SaHiL7264,608,1717299303.0
0,395,stay_humble,396,1717298309.0
0,703,rajanand18,700,1717299076.0
0,767,_shivaay_,766,1717299297.0
0,835,swastik8750,837,1717299515.0
0,844,princeyadav3100,845,1717300128.0
0,902,DGukesh,899,1717298919.0
0,936,anamika9693,937,1717300196.0
0,1042,ayushkumarsingh3105,1041,1717299478.0
0,1109,MoHiT_SoNi_,1111,1717300234.0
1,610,DivyanshJain2003,607,1717299003.0
1,728,duyvt6663,727,1717299457.0
1,228,virajchandra51,227,1717296587.0
1,268,Gaming_123,265,1717298100.0
1,575,ansh_iet_22,573,1717298879.0
1,931,SainiAyush,929,1717299732.0
1,945,Fremder,945,1717299793.0
1,1202,3crasele,1203,1717300333.0
1,946,cpaliwal2483,947,1717299505.0
1,107,huangshan01,109,1717297285.0
2,130,spaul_12,130,1717297734.0
2,218,Tyrande,218,1717297562.0
2,640,HeroKillerEver,636,1717299738.0
2,679,aryaman_ranjit,679,1717299289.0
2,880,m1stborn,880,1717299300.0
2,977,Snape007,977,1717299878.0
2,1065,Vaga-bond,1065,1717300114.0
2,205,ShyamSunder_11,207,1717298123.0
3,182,rounak_58,183,1717297707.0
3,507,Time-limit-exceed,507,1717298671.0
3,710,Sandhee777,710,1717299407.0
3,895,LemonDrop47,895,1717298751.0
3,905,__sebasti0n__,902,1717299970.0
3,1000,l1consolable,996,1717300253.0
3,183,saiteja_balla0413,184,1717297707.0
4,339,tushars_071,336,1717298700.0
4,531,yashkumar9158,529,1717299059.0
4,544,venkatasai24,544,1717299401.0
4,927,Balakrishna_Prasad,927,1717297011.0
4,1134,zel9992,1135,1717300650.0
4,144,sohamslc5,144,1717297501.0
5,379,amangupta2152,380,1717296973.0
5,396,pandey__amit,393,1717298608.0
5,731,rits_rj,730,1717300065.0
5,779,Saber2k18,777,1717299919.0
5,1086,shivamSha_123,1086,1717300471.0
6,321,anubhavanu2004,320,1717298646.0
6,663,user3491Nu,663,1717299515.0
6,1046,SimpleSheep03,1046,1717299484.0
6,204,himanshuyadavroxx,203,1717297814.0
7,180,sukunamodeon,181,1717297702.0
7,357,bdyby011121,358,1717298769.0
7,470,georgopol101,471,1717298884.0
7,1011,sumitj3na,1012,1717300003.0
8,782,TS_2002,782,1717300230.0
8,879,Phagun,879,1717299899.0
8,1024,pyaemyat378,1025,1717300035.0
8,1145,shaswatgusain1,1144,1717300372.0
9,517,mailtoramchhabra,518,1717298404.0
9,596,yash23kr,596,1717298956.0
9,705,XxFALCONxX,703,1717298487.0
10,597,CheriBhai,595,1717298656.0
10,972,robertlewan1998,972,1717299863.0
10,68,LEetcode_ruler,68,1717297288.0
11,556,krishrb2517,555,1717298532.0
11,641,gavd87,640,1717298519.0
11,1213,sukanil_1357,1212,1717298867.0
12,212,Apple_juice,210,1717298128.0
12,1132,Archangel79,1130,1717300637.0
12,1118,Trisha2512,1117,1717300279.0
13,916,HEELO123,912,1717299695.0
13,914,ltcdeeoe,916,1717300000.0
13,1210,gunjan_124,1213,1717300695.0
14,362,j_choudhary,362,1717298782.0
14,598,prince9898,598,1717298958.0
14,60,deepli,61,1717297264.0
15,978,sbian32,976,1717300176.0
15,1201,A-n_u_r_a-G,1202,1717299430.0
15,431,RahulAhuja2901,432,1717298439.0
16,128,Mouceant,131,1717297738.0
16,279,ferferge,282,1717297554.0
16,718,learncode8888,720,1717300040.0
17,559,Pikachu_007,559,1717298845.0
17,567,faangPro,567,1717299458.0
18,937,Bawa_547,938,1717300247.0
18,1072,Dhairya_Vardhan_Chauhan,1073,1717300450.0
19,613,lllxin037,610,1717298708.0
19,1008,yinghuahu,1008,1717299994.0
20,655,ContestHacker007,653,1717299788.0
20,1073,yuvrajcoder,1075,1717300155.0
21,971,jainamit130,969,1717300749.0
21,1203,lathiyagautam18,1200,1717300308.0
22,871,atharvkhandelwal11,870,1717299888.0
22,1119,20240628.harshshukla14,1116,1717299978.0
